"LU332" "LU1114" "LU1168" "LU123" "LU804" "LU1126" "LU647" "LU219" "LU1107" "LU449" "LU1117" "LU85" "LU318" "LU485" "LU1096" "LU277" "LU1077" "LU1148" "LU856" "LU968" "LU738" "LU1115" "LU583" "LU376" "LU987" "LU1150" "LU1170" "LU716" "LU209" "LU195" "LU1090" "LU965" "LU565" "LU1110" "LU1167" "LU492" "LU800" "LU444" "LU704" "LU752" "LU851" "LU821" "LU1143" "LU820" "LU1138" "LU847" "LU976" "LU12" "LU876" "LU1162" "LU1130" "LU546" "LU785" "LU87" "LU2" "LU672" "LU324" "LU1153" "LU1134" "LU1118" "LU727" "LU782" "LU1109" "LU788" "LU1163" "LU866" "LU681" "LU755" "LU826" "LU1132" "LU631" "LU137" "LU1116" "LU717" "LU660" "LU797" "LU510" "LU1184" "LU835" "LU136" "LU328" "LU382" "LU1158" "LU591" "LU812" "LU673" "LU605" "LU464" "LU768" "LU434" "LU709" "LU438" "LU330" "LU460" "LU1074" "LU1091" "LU558" "LU427" "LU352" "LU667" "LU773" "LU627" "LU164" "LU14" "LU641" "LU1054" "LU190" "LU1121" "LU436" "LU887" "LU1080" "LU468" "LU79" "LU370" "LU350" "LU998" "LU1068" "LU1151" "LU1166" "LU1155" "LU276" "LU1135" "LU990" "LU1040" "LU745" "LU1165" "LU1003" "LU1041" "LU983" "LU978" "LU1124" "LU1069" "LU398" "LU859" "LU973" "LU1020" "LU372" "LU1154" "LU271"
"FNBP1" 385.109161376953 352.946929931641 249.458953857422 335.593322753906 343.331420898438 324.123809814453 463.276733398438 417.662231445312 402.736206054688 259.887237548828 363.353637695312 337.983673095703 242.609405517578 403.8837890625 439.459320068359 478.889465332031 349.636840820312 375.095855712891 374.888153076172 424.007568359375 454.941802978516 307.399230957031 352.047119140625 323.400787353516 261.169738769531 347.5966796875 546.601623535156 504.031768798828 425.285736083984 404.941375732422 431.453155517578 495.147613525391 857.739196777344 514.558776855469 516.761779785156 439.354827880859 448.701416015625 419.956909179688 517.958740234375 525.685424804688 317.071105957031 624.444641113281 666.857604980469 534.633422851562 480.503784179688 476.822326660156 390.825531005859 396.371551513672 371.614624023438 406.91357421875 484.819152832031 408.987243652344 374.452941894531 455.321197509766 338.823547363281 424.086395263672 459.168640136719 554.382080078125 517.112915039062 552.017456054688 511.663452148438 469.300750732422 375.822357177734 409.377746582031 551.867492675781 617.930114746094 388.515686035156 442.915496826172 563.119812011719 405.026885986328 402.122955322266 432.934387207031 327.529815673828 263.233276367188 266.408508300781 330.948455810547 304.966766357422 293.888427734375 261.753021240234 272.496398925781 233.63835144043 265.859130859375 314.937713623047 267.693939208984 346.205108642578 340.894683837891 294.346862792969 287.839385986328 304.142791748047 306.252502441406 373.251831054688 340.896484375 303.098327636719 324.882049560547 354.267181396484 318.007781982422 333.795440673828 444.558288574219 333.560638427734 384.156219482422 277.671844482422 385.226959228516 371.446044921875 257.561828613281 477.854248046875 378.074645996094 620.628234863281 248.664016723633 443.734649658203 431.597869873047 384.647766113281 411.974060058594 445.288543701172 326.141357421875 478.353149414062 374.625518798828 409.602020263672 389.164825439453 458.115570068359 337.054077148438 439.372344970703 511.112670898438 256.041259765625 374.515563964844 390.596496582031 412.410705566406 258.995819091797 262.416931152344 346.126739501953 363.355102539062 259.996795654297 423.945068359375 377.479766845703 500.2646484375 323.280883789062 352.532257080078 400.371124267578 376.683715820312 348.869598388672
"IL16" 179.58610534668 232.474548339844 96.0915069580078 201.823379516602 225.152954101562 212.809951782227 231.557800292969 223.174942016602 287.553405761719 149.769149780273 196.85563659668 287.427062988281 141.446884155273 203.945831298828 309.309326171875 312.903045654297 181.996688842773 175.54621887207 219.74885559082 309.946197509766 280.255889892578 160.184539794922 151.080810546875 209.59700012207 185.220504760742 125.72533416748 333.147613525391 231.710510253906 222.047409057617 146.893844604492 172.229995727539 276.082397460938 288.638366699219 270.293792724609 348.008026123047 302.302124023438 255.5244140625 224.504211425781 319.472198486328 439.929077148438 199.527008056641 743.1240234375 488.243225097656 302.606201171875 595.319580078125 377.101928710938 249.843978881836 398.540313720703 237.357391357422 338.2177734375 452.974670410156 276.822906494141 217.434005737305 341.401031494141 246.273666381836 426.098724365234 198.327789306641 449.44091796875 269.925689697266 446.455047607422 518.379028320312 303.353393554688 150.325820922852 289.361724853516 338.060394287109 477.850982666016 389.652862548828 393.960021972656 412.070404052734 257.927734375 384.462493896484 208.657165527344 166.715194702148 147.82063293457 142.522674560547 106.339202880859 179.203720092773 106.042259216309 108.480606079102 112.156433105469 161.956909179688 150.599700927734 137.256164550781 152.005966186523 183.210754394531 145.534927368164 104.814880371094 146.138778686523 152.825775146484 196.518157958984 169.572647094727 136.139709472656 175.29167175293 158.080535888672 167.975067138672 215.990539550781 122.246467590332 255.739318847656 126.395629882812 211.267608642578 183.115341186523 197.66487121582 183.707077026367 104.72526550293 267.571075439453 61.8078155517578 464.900421142578 157.733932495117 233.231704711914 240.897720336914 197.868087768555 166.919174194336 129.382766723633 132.346694946289 438.967742919922 268.547912597656 421.562957763672 283.392028808594 310.900634765625 161.861053466797 204.587875366211 232.219100952148 121.430541992188 194.191619873047 234.583480834961 206.625274658203 120.477783203125 133.462600708008 198.909744262695 243.009170532227 159.65234375 216.670486450195 182.211471557617 272.472229003906 111.612396240234 217.432495117188 183.072387695312 292.954772949219 250.670471191406
"GIMAP4" 452.197662353516 390.354370117188 248.867202758789 515.977966308594 414.191314697266 438.321838378906 609.855773925781 549.183715820312 619.152893066406 277.7021484375 348.213745117188 542.003112792969 303.432464599609 423.807678222656 634.680419921875 551.707702636719 389.557403564453 579.345336914062 354.233764648438 761.341918945312 502.271484375 389.163177490234 246.169692993164 447.930328369141 294.013763427734 550.914733886719 804.653381347656 826.334167480469 477.994354248047 411.944702148438 565.781982421875 1162.57971191406 1213.81201171875 919.253479003906 1256.30004882812 512.744018554688 805.885314941406 571.690002441406 703.067993164062 618.12451171875 923.8251953125 1099.81701660156 1023.53527832031 931.468933105469 675.085571289062 1030.43640136719 725.655700683594 791.010131835938 692.790405273438 692.883239746094 864.8583984375 840.331604003906 531.713073730469 822.924926757812 349.26220703125 782.848693847656 513.352905273438 703.810180664062 788.851501464844 1031.47705078125 670.992736816406 713.990844726562 352.120727539062 434.639892578125 659.24951171875 642.809143066406 647.867797851562 682.265563964844 792.965393066406 1175.94445800781 847.884399414062 464.223571777344 457.168304443359 271.2255859375 296.036010742188 134.576400756836 274.918273925781 284.314544677734 415.581390380859 188.407470703125 242.004699707031 256.458862304688 214.319717407227 346.136779785156 562.118957519531 375.911956787109 272.060852050781 248.521179199219 318.568115234375 418.299072265625 297.236053466797 256.715240478516 557.741760253906 266.536895751953 299.821166992188 291.043090820312 182.128189086914 413.615142822266 209.233032226562 295.810089111328 283.077575683594 434.319030761719 546.324523925781 253.492492675781 485.526550292969 226.773956298828 1193.84826660156 328.242736816406 416.471038818359 707.842224121094 531.252075195312 450.652282714844 407.578430175781 405.075866699219 805.099670410156 601.486511230469 515.707885742188 814.127563476562 580.312683105469 521.925354003906 727.599853515625 622.133483886719 215.956130981445 517.250915527344 323.921295166016 390.137329101562 182.281524658203 193.073226928711 444.623901367188 509.438537597656 433.422210693359 493.710174560547 256.198028564453 704.653564453125 285.8330078125 487.827484130859 368.997619628906 538.193176269531 490.318542480469
"MANF" 637.618347167969 381.279602050781 649.865539550781 413.402069091797 447.037872314453 350.350738525391 407.437164306641 583.404174804688 331.145446777344 371.470703125 447.201751708984 651.677368164062 842.92236328125 350.059753417969 731.64697265625 452.854553222656 451.171539306641 300.712310791016 385.283508300781 449.769805908203 540.858276367188 411.378692626953 371.684875488281 431.810577392578 495.628234863281 256.141204833984 701.490173339844 495.028198242188 280.878936767578 477.103118896484 525.798950195312 657.9677734375 618.642578125 620.545227050781 603.68115234375 666.350463867188 438.627563476562 596.616394042969 585.452697753906 686.503723144531 654.972229003906 645.065612792969 797.058654785156 600.228820800781 1218.97326660156 603.309997558594 625.722595214844 444.0087890625 285.768402099609 800.2294921875 477.716705322266 491.374847412109 407.317413330078 1139.50903320312 837.92529296875 1062.93237304688 479.9599609375 945.906799316406 578.390808105469 1045.01354980469 618.287170410156 678.232971191406 426.411865234375 643.904479980469 508.682312011719 901.924926757812 1123.20361328125 620.610473632812 1065.65808105469 287.901824951172 798.352355957031 407.018737792969 408.249603271484 358.836029052734 1083.00415039062 643.402099609375 916.848022460938 335.603057861328 464.504516601562 855.167663574219 528.307312011719 283.820159912109 392.580596923828 337.152435302734 301.613891601562 797.618408203125 224.393966674805 731.783813476562 444.823944091797 692.175354003906 665.536010742188 574.70654296875 541.135559082031 550.966613769531 687.998657226562 522.289611816406 752.169372558594 660.166442871094 400.757507324219 927.911315917969 768.724853515625 634.438537597656 526.385864257812 523.052429199219 654.934204101562 604.283020019531 495.883880615234 245.488586425781 313.199096679688 731.4521484375 504.119110107422 247.209945678711 351.199737548828 589.415100097656 692.156555175781 621.777282714844 1197.0224609375 473.696807861328 1252.57092285156 600.200500488281 458.444366455078 337.496368408203 555.239135742188 424.060272216797 610.966857910156 581.187072753906 266.527465820312 535.990783691406 649.493103027344 379.348327636719 590.981018066406 306.539276123047 650.579345703125 606.378356933594 281.696197509766 468.149139404297 434.852661132812 545.249877929688 635.198303222656
"PARVG" 308.888824462891 87.8830947875977 98.244270324707 288.881042480469 206.596664428711 180.487762451172 224.361831665039 205.736083984375 223.325912475586 142.317947387695 175.635589599609 246.905151367188 184.739898681641 173.628326416016 231.329284667969 339.197418212891 307.3408203125 206.149139404297 201.422271728516 283.722991943359 270.916015625 201.0419921875 170.632263183594 292.807067871094 163.513107299805 175.067596435547 314.893218994141 311.977203369141 230.199310302734 251.35969543457 246.299606323242 392.816925048828 439.788330078125 400.035583496094 330.196441650391 322.133026123047 369.574676513672 235.272262573242 532.422302246094 367.243011474609 415.254974365234 464.200164794922 180.545150756836 330.374755859375 309.785217285156 290.080322265625 425.708404541016 424.239318847656 296.290985107422 322.55419921875 421.089294433594 357.759643554688 382.368560791016 247.922348022461 208.371856689453 228.282379150391 356.785308837891 298.565093994141 513.932006835938 387.457458496094 289.474365234375 295.431060791016 282.794342041016 231.725891113281 315.647399902344 264.850616455078 327.853546142578 311.525146484375 326.645477294922 285.179351806641 335.469512939453 256.599548339844 210.005737304688 150.960556030273 142.681686401367 164.373962402344 154.518249511719 158.311172485352 334.180694580078 158.406829833984 302.334808349609 439.317626953125 201.896514892578 241.238922119141 263.513977050781 183.1591796875 400.829772949219 183.099334716797 181.21337890625 204.549880981445 180.774627685547 162.79719543457 445.534942626953 198.545227050781 223.521087646484 280.559448242188 177.299789428711 427.653747558594 186.894805908203 274.8759765625 312.506469726562 335.189971923828 203.263229370117 308.643585205078 206.936553955078 74.8434295654297 352.293029785156 73.6617584228516 186.417770385742 232.530303955078 194.445449829102 202.150161743164 154.273941040039 180.190170288086 373.004547119141 178.924606323242 253.663696289062 238.498336791992 224.736846923828 222.258605957031 211.467346191406 330.157745361328 131.724273681641 266.525451660156 211.250579833984 189.09944152832 131.370819091797 174.651702880859 252.685485839844 313.188629150391 243.067687988281 271.728607177734 198.500640869141 357.000823974609 143.780044555664 271.595489501953 284.155700683594 365.739288330078 224.524841308594
"FERMT3" 1931.02111816406 671.520263671875 868.557739257812 915.179626464844 767.190307617188 913.7109375 947.18505859375 1019.15948486328 1022.55218505859 1656.78491210938 801.064697265625 859.592041015625 631.552551269531 708.21337890625 1108.51867675781 1156.23742675781 869.430114746094 827.717407226562 644.342346191406 1009.92376708984 883.669006347656 780.94091796875 544.386047363281 1093.88146972656 658.872802734375 863.709289550781 1530.35168457031 1275.92846679688 1101.60107421875 913.582824707031 860.7197265625 1460.29943847656 1872.85668945312 1904.14233398438 1541.36840820312 1049.25817871094 1740.34313964844 1316.27258300781 2054.5380859375 1249.1875 1460.21081542969 1640.01037597656 1457.54858398438 1514.03210449219 1513.08544921875 1360.32421875 1896.01647949219 1399.60791015625 1533.20837402344 1275.65844726562 1871.1318359375 1470.052734375 1435.68505859375 1391.59191894531 897.623107910156 1384.974609375 1550.87878417969 1541.02795410156 2108.63696289062 1648.40893554688 1678.60888671875 1166.86242675781 925.58544921875 955.366760253906 1211.41552734375 1252.91162109375 1499.76147460938 1512.72705078125 1480.87951660156 1248.52075195312 1390.33374023438 1149.25634765625 839.24951171875 656.034484863281 696.195861816406 573.997497558594 645.763916015625 690.490417480469 1237.353515625 586.337463378906 1334.91247558594 1753.74230957031 894.752624511719 881.710083007812 1130.07141113281 755.3720703125 713.387451171875 534.522338867188 694.066162109375 794.386596679688 609.020874023438 717.720642089844 1823.44995117188 715.389770507812 652.824584960938 1217.02197265625 729.683410644531 1525.65002441406 643.262756347656 899.40380859375 1021.04931640625 977.232299804688 1059.81433105469 553.04296875 1176.31652832031 463.606811523438 1810.83959960938 751.546203613281 998.250915527344 1001.71826171875 821.866760253906 781.984008789062 586.51318359375 906.9052734375 1543.70153808594 1016.43786621094 1259.65173339844 1151.78161621094 1443.87829589844 982.189270019531 978.99951171875 1185.50341796875 470.687377929688 957.203186035156 799.714965820312 877.337036132812 768.963500976562 772.266418457031 1120.24548339844 1704.27856445312 835.588256835938 1112.19860839844 885.784545898438 1354.6748046875 565.706848144531 1042.76806640625 989.525817871094 1551.7265625 1064.61828613281
"GMFG" 392.845977783203 227.179183959961 229.113479614258 297.882415771484 284.345489501953 252.067764282227 260.435272216797 223.468704223633 339.623138427734 181.813827514648 242.398178100586 285.10205078125 202.20686340332 284.775115966797 359.130981445312 324.620452880859 238.088394165039 349.759094238281 192.675994873047 348.302917480469 249.622497558594 233.283935546875 191.311676025391 311.816772460938 224.674957275391 251.401123046875 436.458343505859 513.85595703125 136.109069824219 356.449462890625 316.348205566406 375.446838378906 480.040496826172 427.820831298828 381.337524414062 378.079132080078 472.656036376953 404.64306640625 441.257537841797 416.607971191406 339.733673095703 546.526000976562 617.119750976562 496.421905517578 614.071472167969 512.3681640625 531.534606933594 429.494689941406 350.334625244141 429.610046386719 455.080230712891 424.879302978516 363.532196044922 399.486694335938 384.568908691406 436.211212158203 437.646820068359 531.103149414062 658.627746582031 515.029235839844 446.098999023438 314.575927734375 299.804992675781 292.351470947266 352.733245849609 389.345764160156 410.897674560547 463.494445800781 487.947784423828 384.59375 501.78271484375 262.608764648438 257.367584228516 193.664611816406 298.722137451172 170.697708129883 206.971420288086 173.493835449219 303.019348144531 224.175216674805 379.578155517578 684.201965332031 335.697235107422 214.637237548828 192.170379638672 196.414657592773 148.136856079102 203.862518310547 171.352310180664 289.903686523438 271.334594726562 234.271667480469 672.137573242188 295.559478759766 209.313278198242 322.931457519531 117.31778717041 562.401123046875 205.036804199219 418.883666992188 232.56413269043 396.39404296875 288.859039306641 104.59854888916 306.875854492188 147.380264282227 425.479675292969 199.167282104492 210.458374023438 265.889770507812 320.23046875 190.7412109375 153.14111328125 204.975677490234 667.264282226562 296.5224609375 550.169677734375 335.224945068359 398.462982177734 281.606262207031 308.229217529297 321.169372558594 136.347427368164 333.294921875 294.174743652344 256.974548339844 111.104217529297 182.468765258789 291.574890136719 569.135986328125 242.638305664062 382.376037597656 347.987487792969 371.201049804688 108.723052978516 385.692413330078 205.662796020508 516.872131347656 374.005004882812
"LCP1" 7841.025390625 4359.9306640625 4280.97705078125 6161.361328125 4426.39990234375 4273.78173828125 4750.77880859375 4952.7685546875 6972.81982421875 2453.27294921875 4632.79833984375 5826.43701171875 3594.22045898438 4214.109375 8620.2412109375 6494.50146484375 4200.7705078125 5178.5009765625 3871.88549804688 6642.1640625 4455.05810546875 3128.72998046875 3439.54370117188 5258.8046875 3548.69360351562 4630.93408203125 7190.03271484375 6784.72802734375 5397.1455078125 3804.669921875 4860.65185546875 8394.6279296875 7542.26904296875 6837.84326171875 7987.1005859375 6848.41943359375 7425.138671875 6909.4189453125 8293.033203125 8491.5810546875 6919.39306640625 12013.53125 10221.41796875 9045.4140625 10268.111328125 7233.13134765625 9029.9501953125 9743.2294921875 6298.1279296875 6965.64208984375 11040.0224609375 7467.7080078125 7233.40576171875 7864.98681640625 4766.5439453125 6929.580078125 6875.81689453125 7638.75927734375 8486.1455078125 9649.0537109375 7526.408203125 6208.7080078125 4792.51123046875 4906.82373046875 7006.64697265625 6213.75537109375 8886.7060546875 6838.2001953125 8209.1767578125 7981.1279296875 7245.15185546875 3908.10424804688 4003.52416992188 2614.26049804688 4699.91162109375 2203.50048828125 3846.677734375 2780.787109375 3717.77709960938 3450.08569335938 4362.51953125 3797.4619140625 3336.97143554688 4488.14794921875 3504.44140625 3037.47436523438 2779.96997070312 2885.46948242188 3671.76953125 4573.52392578125 3209.40698242188 3203.98071289062 5414.794921875 6103.55908203125 3448.04028320312 4190.7421875 2203.908203125 8668.1474609375 2026.38586425781 5390.86083984375 4171.41162109375 6137.81591796875 5412.89453125 3727.57568359375 6114.01904296875 2166.7197265625 9072.720703125 3952.40576171875 4856.98876953125 4490.576171875 3886.97729492188 3283.8583984375 5363.41552734375 4367.0029296875 7390.6796875 5767.1630859375 8092.71728515625 7443.3232421875 6686.1240234375 5394.84326171875 6121.873046875 6522.271484375 1941.63793945312 5062.5986328125 5542.00830078125 4337.8828125 3984.25024414062 2302.06811523438 4133.27978515625 6958.89794921875 3276.73681640625 6211.25537109375 4531.77392578125 6315.78857421875 2638.81665039062 5576.8876953125 4498.412109375 8582.537109375 6714.560546875
"SDF2L1" 402.739532470703 502.707885742188 321.895263671875 308.182922363281 293.178619384766 257.383331298828 280.254791259766 345.806549072266 298.880279541016 221.87370300293 257.493713378906 322.46875 463.844665527344 327.423583984375 477.910095214844 307.015960693359 288.573059082031 228.443893432617 281.283386230469 374.740417480469 421.114074707031 255.054412841797 393.815277099609 364.032104492188 378.919982910156 267.261077880859 720.448913574219 345.323150634766 394.561950683594 331.993103027344 263.094696044922 432.182434082031 341.716186523438 341.434753417969 421.468048095703 433.728576660156 292.580413818359 508.817260742188 593.763793945312 481.220764160156 302.816162109375 643.781005859375 558.215026855469 448.766143798828 734.931945800781 596.214599609375 585.316711425781 479.398956298828 321.694152832031 555.876281738281 441.818908691406 374.161376953125 263.101104736328 705.954223632812 610.441345214844 777.032836914062 415.521331787109 653.051696777344 345.480773925781 869.591369628906 611.218322753906 506.551391601562 298.056945800781 591.1201171875 504.178558349609 718.089721679688 784.391662597656 511.029846191406 908.671203613281 290.190765380859 581.318115234375 323.711822509766 490.388214111328 305.949859619141 873.486694335938 584.551574707031 570.643310546875 394.070068359375 960.532165527344 735.738037109375 405.337799072266 390.225524902344 478.458312988281 322.376068115234 384.178894042969 356.895782470703 295.141815185547 234.99137878418 408.986358642578 481.432250976562 734.518737792969 359.616821289062 419.274383544922 341.741363525391 400.920745849609 999.215515136719 345.214141845703 390.581573486328 380.747711181641 823.863708496094 590.528503417969 457.741607666016 361.454620361328 267.341094970703 698.444519042969 445.205139160156 499.926177978516 471.798278808594 364.424407958984 547.837585449219 448.109771728516 244.615859985352 304.794342041016 435.414367675781 632.073547363281 445.5390625 918.259582519531 352.415100097656 965.437316894531 1120.00244140625 443.821228027344 436.680908203125 263.691101074219 444.945892333984 656.704345703125 514.446411132812 401.880950927734 505.534515380859 650.756652832031 616.180541992188 542.396545410156 310.049468994141 500.469879150391 352.621276855469 275.566162109375 476.180999755859 382.635192871094 475.964965820312 590.037292480469
"SPCS2" 945.733825683594 883.393127441406 713.190307617188 683.645263671875 929.746032714844 1118.99243164062 764.352478027344 1101.05456542969 997.18408203125 868.880065917969 904.332946777344 853.782470703125 897.672241210938 897.902770996094 1324.41528320312 933.562438964844 772.680603027344 633.201477050781 1089.65734863281 1154.33422851562 900.610717773438 797.177612304688 884.683227539062 981.220031738281 941.39404296875 701.047424316406 1637.40185546875 866.412841796875 761.030822753906 957.324584960938 836.065124511719 1196.14001464844 1402.17541503906 940.304443359375 959.828735351562 942.86279296875 784.568481445312 1516.95861816406 1317.55517578125 1182.439453125 1158.10473632812 1265.61584472656 1348.03942871094 1289.48022460938 2059.03051757812 1445.25012207031 1069.93994140625 880.553466796875 899.857849121094 1708.63024902344 1056.51257324219 1046.04321289062 970.946716308594 2169.68920898438 1631.6748046875 2395.50756835938 1142.35998535156 2055.2724609375 1156.60424804688 2513.10766601562 2316.02075195312 1258.9912109375 754.501953125 1505.79943847656 1225.81176757812 2316.70629882812 2098.50903320312 1537.2578125 2044.85266113281 890.303100585938 2349.5146484375 763.790100097656 972.52294921875 885.234680175781 911.117736816406 1000.66107177734 1020.71942138672 717.064086914062 894.803588867188 1279.22021484375 1304.12353515625 997.935241699219 939.506042480469 777.567016601562 1145.02001953125 855.327819824219 582.150024414062 1037.28466796875 750.7119140625 868.380065917969 1069.18762207031 1117.6708984375 979.713745117188 975.054077148438 993.350830078125 1404.50891113281 621.210205078125 935.647888183594 1019.86340332031 899.765502929688 1552.82397460938 965.404541015625 969.58154296875 831.378662109375 1249.59936523438 744.509826660156 1530.34777832031 935.612060546875 907.318969726562 1351.39929199219 1046.97375488281 913.5986328125 830.303100585938 1081.00268554688 2085.45068359375 1430.318359375 1786.13659667969 921.817749023438 2566.2421875 1102.70959472656 892.27490234375 758.6904296875 723.714233398438 659.075561523438 1139.60571289062 1418.77770996094 769.967041015625 1148.83312988281 1880.12963867188 1356.28125 1327.43298339844 901.940734863281 1403.57299804688 1075.97607421875 792.9560546875 897.686462402344 981.192810058594 1261.61791992188 1631.56030273438
"LCP2" 516.988403320312 398.642974853516 390.201629638672 742.183044433594 585.531555175781 552.552734375 737.541076660156 639.510498046875 1010.39379882812 402.774597167969 575.004455566406 624.477478027344 648.374755859375 579.116333007812 783.920471191406 791.475463867188 803.055847167969 666.031127929688 484.280670166016 796.945190429688 823.274658203125 683.923034667969 440.662628173828 724.212341308594 582.437377929688 388.403015136719 1425.45654296875 1920.64794921875 687.653686523438 914.987548828125 706.344482421875 1657.94091796875 1523.78540039062 1437.52319335938 1123.044921875 909.191345214844 1421.45202636719 623.000183105469 1381.92102050781 866.635925292969 956.826416015625 1414.69116210938 790.286987304688 1386.01892089844 953.67236328125 1095.66394042969 1122.58666992188 1375.06591796875 964.817016601562 1258.80725097656 1342.26110839844 1587.70141601562 1023.93237304688 942.443115234375 514.285034179688 796.119873046875 1104.10009765625 1083.57629394531 1183.09936523438 1096.640625 1121.90234375 1055.14868164062 913.174926757812 896.732482910156 1019.39868164062 835.119384765625 1006.54577636719 986.610412597656 1015.19842529297 889.303405761719 1004.02972412109 873.691162109375 826.118286132812 472.920593261719 587.956909179688 322.731048583984 614.052429199219 492.890380859375 688.124694824219 399.038208007812 664.412658691406 702.113830566406 517.428283691406 802.880615234375 903.2236328125 686.618957519531 512.036254882812 623.123413085938 442.129791259766 656.283813476562 562.850646972656 472.113403320312 852.201904296875 693.764953613281 446.656982421875 943.763122558594 400.579925537109 861.22412109375 549.174072265625 563.640197753906 594.872497558594 1007.89770507812 596.128601074219 338.274291992188 981.40966796875 308.255889892578 958.163391113281 597.24072265625 708.833801269531 938.81982421875 819.4345703125 639.4921875 481.084777832031 435.062225341797 1168.82141113281 691.368041992188 838.524658203125 868.198547363281 877.449279785156 744.134399414062 929.180236816406 989.455993652344 437.659271240234 962.965026855469 826.680908203125 863.398986816406 377.663208007812 476.028045654297 1018.75384521484 804.340270996094 570.447998046875 870.57568359375 586.457946777344 1055.61022949219 453.931579589844 962.763732910156 895.425048828125 1183.35693359375 574.657470703125
"LAP3" 2044.69287109375 1859.51232910156 3162.29052734375 1654.06286621094 1726.49169921875 1346.61657714844 1411.1572265625 1627.46069335938 2187.24340820312 1191.00219726562 1600.404296875 2150.27075195312 2345.326171875 2126.01196289062 1785.50915527344 1869.4033203125 2011.48449707031 1608.32727050781 1512.0703125 1775.96875 2036.228515625 1767.93237304688 1358.810546875 1977.70043945312 1552.48742675781 2124.001953125 3079.35498046875 4130.2060546875 2315.08959960938 2270.40625 2292.73071289062 3646.54467773438 4211.1416015625 4869.1083984375 3213.67993164062 2245.53173828125 2733.99536132812 2592.91796875 4071.50244140625 2587.8291015625 3248.27563476562 2957.14282226562 3153.361328125 3764.5634765625 2721.80810546875 3408.279296875 3010.7890625 2911.50439453125 2163.31591796875 2843.33178710938 3587.89672851562 3621.95849609375 3024.51098632812 3154.51220703125 2201.8203125 2609.98974609375 2433.76708984375 2164.21899414062 2947.98657226562 3100.3642578125 2230.68505859375 2836.83837890625 1568.7734375 1923.67590332031 2876.30444335938 2140.7568359375 2462.98168945312 2242.58642578125 2644.40893554688 2258.66772460938 2382.9248046875 2385.87036132812 2062.03515625 1449.26342773438 1511.01733398438 934.278564453125 1761.96423339844 1158.01965332031 1824.62158203125 1529.99890136719 1393.66394042969 1690.26574707031 1288.98657226562 1604.37841796875 2368.13891601562 2029.90209960938 1548.59362792969 1197.22875976562 2590.07983398438 1502.01452636719 1634.47631835938 1396.94494628906 2345.76879882812 1739.07421875 1698.94250488281 1896.30737304688 1472.89074707031 1333.9560546875 1173.83837890625 1811.03356933594 2177.55493164062 1893.330078125 2646.7177734375 1381.47900390625 2956.13745117188 1628.31616210938 3183.71826171875 1535.34265136719 2917.07348632812 2571.783203125 1953.22216796875 1880.31103515625 1323.82946777344 1664.82678222656 2322.693359375 2634.451171875 4661.73681640625 2991.01098632812 2376.47973632812 2136.95654296875 3213.8115234375 3207.03442382812 1700.08813476562 2539.90942382812 1729.9072265625 2252.65258789062 673.526916503906 1085.95825195312 2432.08813476562 2148.70190429688 1331.31628417969 1711.4560546875 1376.84790039062 2575.82202148438 2169.35913085938 2563.45239257812 1948.04455566406 1974.4326171875 2781.84301757812
"TNFAIP8" 469.678283691406 394.838653564453 316.179290771484 527.657409667969 479.916259765625 687.6416015625 603.738098144531 608.211364746094 670.685424804688 914.556762695312 553.8740234375 652.24853515625 771.429748535156 504.283508300781 571.638122558594 812.189514160156 621.189697265625 598.444885253906 677.036560058594 737.470092773438 564.497985839844 464.184967041016 769.10791015625 703.296691894531 466.55615234375 543.829528808594 756.24169921875 720.015014648438 708.212219238281 566.600463867188 563.764953613281 832.982421875 1247.85144042969 953.099304199219 812.095825195312 681.623352050781 783.65234375 576.1484375 533.048461914062 587.367614746094 466.814697265625 958.459533691406 867.564758300781 769.379211425781 870.736633300781 921.025451660156 682.547302246094 654.576538085938 425.722564697266 628.906982421875 741.327575683594 660.415283203125 603.610046386719 654.395629882812 524.513854980469 631.002258300781 973.092651367188 856.407836914062 892.886779785156 908.139587402344 719.177551269531 686.687622070312 492.759704589844 688.0595703125 663.457214355469 901.878784179688 621.119262695312 708.617004394531 988.977478027344 554.931030273438 1054.71447753906 619.100769042969 452.845306396484 397.998382568359 439.917327880859 385.012145996094 449.274688720703 438.694091796875 522.302307128906 445.957397460938 725.291625976562 523.770080566406 454.601470947266 440.362091064453 629.1455078125 460.377593994141 450.957244873047 526.8056640625 439.640563964844 474.671752929688 377.932769775391 415.040069580078 665.540222167969 480.625274658203 544.764709472656 481.047515869141 377.930480957031 888.436828613281 797.092102050781 689.444763183594 454.26611328125 626.326477050781 357.767272949219 324.584014892578 511.333770751953 410.987365722656 876.673950195312 692.174865722656 665.723388671875 745.040222167969 816.084716796875 569.445007324219 551.278381347656 648.261169433594 774.937744140625 681.010070800781 716.403869628906 412.620513916016 661.97119140625 495.06787109375 444.836608886719 542.724975585938 439.019439697266 530.842834472656 647.071960449219 509.896179199219 581.511596679688 470.528228759766 642.834167480469 1324.37878417969 479.872741699219 706.531005859375 615.958801269531 788.255615234375 445.524230957031 584.876525878906 748.485290527344 660.197875976562 432.431732177734
