"LU332" "LU1114" "LU1168" "LU123" "LU804" "LU1126" "LU647" "LU219" "LU1107" "LU449" "LU1117" "LU85" "LU318" "LU485" "LU1096" "LU277" "LU1077" "LU1148" "LU856" "LU968" "LU738" "LU1115" "LU583" "LU376" "LU987" "LU1150" "LU1170" "LU716" "LU209" "LU195" "LU1090" "LU965" "LU565" "LU1110" "LU1167" "LU492" "LU800" "LU444" "LU704" "LU752" "LU851" "LU821" "LU1143" "LU820" "LU1138" "LU847" "LU976" "LU12" "LU876" "LU1162" "LU1130" "LU546" "LU785" "LU87" "LU2" "LU672" "LU324" "LU1153" "LU1134" "LU1118" "LU727" "LU782" "LU1109" "LU788" "LU1163" "LU866" "LU681" "LU755" "LU826" "LU1132" "LU631" "LU137" "LU1116" "LU717" "LU660" "LU797" "LU510" "LU1184" "LU835" "LU136" "LU328" "LU382" "LU1158" "LU591" "LU812" "LU673" "LU605" "LU464" "LU768" "LU434" "LU709" "LU438" "LU330" "LU460" "LU1074" "LU1091" "LU558" "LU427" "LU352" "LU667" "LU773" "LU627" "LU164" "LU14" "LU641" "LU1054" "LU190" "LU1121" "LU436" "LU887" "LU1080" "LU468" "LU79" "LU370" "LU350" "LU998" "LU1068" "LU1151" "LU1166" "LU1155" "LU276" "LU1135" "LU990" "LU1040" "LU745" "LU1165" "LU1003" "LU1041" "LU983" "LU978" "LU1124" "LU1069" "LU398" "LU859" "LU973" "LU1020" "LU372" "LU1154" "LU271"
"PAK2" 623.424072265625 474.604644775391 472.821899414062 674.530639648438 526.481811523438 640.299560546875 623.645629882812 591.255065917969 678.137939453125 557.944519042969 635.6796875 613.298522949219 598.961242675781 573.185180664062 675.081787109375 700.314636230469 665.317565917969 636.880798339844 555.244750976562 696.27978515625 749.639221191406 521.105895996094 603.667297363281 646.8125 1257.90197753906 614.879211425781 893.497497558594 835.585754394531 1047.99145507812 945.994079589844 669.567504882812 799.329406738281 812.598022460938 746.251403808594 709.378540039062 875.590942382812 821.636413574219 832.872985839844 681.35546875 636.631103515625 714.751037597656 731.365600585938 632.292358398438 779.230285644531 715.862243652344 727.188049316406 708.835205078125 778.78759765625 641.247741699219 641.231689453125 717.838012695312 770.591918945312 630.493347167969 613.521606445312 826.488525390625 669.634216308594 657.841491699219 729.680725097656 756.787719726562 736.420471191406 758.527282714844 647.246398925781 684.346557617188 641.713012695312 760.940490722656 741.362060546875 660.212646484375 655.764953613281 732.644470214844 738.755004882812 714.938171386719 638.727111816406 597.353759765625 715.134582519531 499.659301757812 601.239562988281 604.82373046875 752.415405273438 613.263610839844 558.815795898438 634.542236328125 613.284301757812 491.228179931641 809.918518066406 929.916381835938 737.133544921875 1217.67736816406 640.387329101562 568.76416015625 587.10888671875 643.152160644531 839.145690917969 575.365661621094 707.089233398438 592.850158691406 947.604553222656 1016.12158203125 695.940002441406 1118.62377929688 718.862976074219 547.581359863281 696.195373535156 738.697204589844 1228.78100585938 904.454833984375 1544.65368652344 808.984375 756.617980957031 1055.28930664062 1080.68176269531 873.146362304688 917.132751464844 615.092834472656 910.753173828125 760.3115234375 643.45166015625 912.450805664062 739.203918457031 761.069763183594 636.640319824219 1202.46215820312 1096.56457519531 1123.98034667969 1321.95153808594 865.909851074219 903.287109375 819.915649414062 893.661071777344 713.8544921875 843.710571289062 1008.41265869141 876.211853027344 1062.34729003906 760.872253417969 1632.11865234375 1125.97668457031 1038.71997070312 1037.69226074219 957.7666015625
"PHGDH" 294.722686767578 624.953308105469 128.02392578125 230.699020385742 866.702880859375 504.346588134766 237.426773071289 757.864868164062 1020.87841796875 285.649932861328 1075.32250976562 728.011474609375 419.728454589844 693.390625 610.49658203125 742.414794921875 403.931243896484 344.670959472656 622.633850097656 799.471374511719 247.193389892578 695.075805664062 341.979400634766 292.347259521484 1105.00122070312 389.88720703125 1122.42492675781 208.327911376953 329.744171142578 457.709747314453 434.178466796875 651.828186035156 396.701202392578 270.511383056641 238.441879272461 548.372375488281 318.263458251953 776.159851074219 4732.05517578125 677.392700195312 1593.33447265625 401.170043945312 169.339920043945 1282.84057617188 812.76025390625 507.748504638672 404.564147949219 247.503524780273 346.651519775391 735.947692871094 679.636657714844 323.033416748047 264.152557373047 506.963775634766 624.63427734375 757.930480957031 447.765747070312 870.831665039062 398.997833251953 690.438049316406 755.718872070312 338.871978759766 348.784881591797 463.507659912109 471.931671142578 733.270080566406 638.785583496094 607.948974609375 867.876892089844 505.312103271484 785.074523925781 1031.32470703125 143.883163452148 1395.60266113281 372.469268798828 4821.3466796875 1349.72229003906 1831.30200195312 1884.43615722656 1726.28771972656 595.149047851562 1567.06506347656 743.085876464844 3652.70947265625 710.704650878906 157.35888671875 4329.615234375 227.319351196289 479.150207519531 262.389251708984 821.209594726562 1292.09912109375 1232.27001953125 423.593139648438 362.176055908203 1824.99694824219 1191.01818847656 744.511413574219 3735.98852539062 1641.26147460938 462.109069824219 1354.70764160156 655.275695800781 2312.32250976562 2798.17236328125 2199.890625 701.83740234375 1011.14208984375 4331.30615234375 1767.0673828125 2011.67016601562 2817.33081054688 4386.365234375 1653.14221191406 918.569885253906 1803.64123535156 1638.26306152344 614.195434570312 1834.46618652344 1118.49011230469 1078.20629882812 1552.69421386719 3294.0029296875 1738.04211425781 1894.84399414062 405.444427490234 1378.40563964844 1225.87194824219 968.956420898438 1040.09802246094 1076.30249023438 637.008850097656 2977.14990234375 609.862060546875 2305.734375 3697.4091796875 1115.482421875 627.615478515625 2277.39672851562
"KPNA1" 149.54020690918 126.924263000488 127.201637268066 236.681411743164 230.693420410156 154.152801513672 82.5563354492188 162.386337280273 156.979125976562 156.879013061523 178.014739990234 181.263442993164 136.118743896484 185.685531616211 156.325424194336 229.837860107422 225.249374389648 212.668716430664 207.362197875977 174.618621826172 204.264450073242 166.636932373047 187.750503540039 186.358108520508 185.452041625977 187.115417480469 179.761001586914 272.033355712891 242.715835571289 426.191680908203 231.182891845703 267.802551269531 211.283493041992 167.199645996094 219.409057617188 264.115905761719 240.995986938477 220.647186279297 229.723785400391 126.576232910156 215.106323242188 160.665115356445 212.711242675781 187.140396118164 206.187271118164 257.160217285156 421.859954833984 169.286422729492 187.535858154297 207.274215698242 205.751098632812 198.330413818359 163.394271850586 149.890991210938 247.884994506836 184.306900024414 221.325378417969 227.010116577148 213.938690185547 208.748504638672 173.6083984375 211.814437866211 147.620834350586 167.239639282227 182.684417724609 198.934875488281 158.019836425781 160.325546264648 169.744171142578 258.246490478516 161.634918212891 69.8362350463867 282.356964111328 229.005722045898 137.540435791016 286.258819580078 216.596221923828 376.035430908203 225.595642089844 158.953262329102 206.240112304688 252.619567871094 166.830368041992 298.735595703125 291.751037597656 248.590637207031 195.034744262695 161.042068481445 205.061614990234 204.769638061523 216.780975341797 164.409637451172 204.321258544922 231.786987304688 218.503692626953 172.504440307617 273.673309326172 259.154357910156 222.560531616211 280.860107421875 155.247268676758 299.952484130859 197.481140136719 239.637634277344 175.997177124023 206.687957763672 198.41455078125 423.215057373047 317.516235351562 249.868804931641 399.601531982422 217.418807983398 239.537643432617 240.3935546875 294.268829345703 201.526260375977 144.767349243164 214.139831542969 260.280487060547 208.351287841797 218.002410888672 291.131652832031 270.138580322266 433.253753662109 273.429168701172 229.76383972168 292.119689941406 270.913116455078 327.872375488281 378.394927978516 218.750198364258 259.830810546875 288.698822021484 198.175277709961 291.585327148438 469.069671630859 252.093978881836 288.347869873047 213.27197265625
"DNMT1" 84.1046295166016 155.398315429688 129.535140991211 206.14030456543 263.129333496094 280.207763671875 270.015167236328 310.632934570312 214.289047241211 158.87614440918 253.661590576172 249.558410644531 167.102996826172 307.213287353516 235.324111938477 313.663879394531 327.601348876953 223.331634521484 300.331695556641 252.535293579102 250.711120605469 265.120574951172 292.938934326172 226.192474365234 186.552658081055 274.161773681641 335.984588623047 386.893798828125 285.218505859375 439.226104736328 305.971130371094 283.708038330078 422.655242919922 317.064422607422 283.488555908203 317.095245361328 271.085113525391 225.39453125 456.524566650391 181.093536376953 178.654968261719 246.149185180664 303.359924316406 322.696105957031 205.483215332031 385.340454101562 350.422821044922 215.782424926758 312.414978027344 222.625274658203 270.565277099609 263.781433105469 242.614715576172 290.195281982422 175.052001953125 218.090347290039 274.227569580078 301.6318359375 297.325775146484 293.349487304688 300.250854492188 301.100280761719 253.138168334961 305.940399169922 282.687805175781 289.189544677734 249.457717895508 268.940490722656 246.557830810547 276.773956298828 332.504150390625 266.959197998047 326.427032470703 206.366775512695 288.88720703125 453.177337646484 319.387176513672 263.762298583984 378.016510009766 319.859893798828 300.398834228516 311.71337890625 326.533721923828 284.750518798828 438.415832519531 345.459808349609 534.924377441406 309.091796875 263.418792724609 245.451782226562 288.689300537109 229.760238647461 310.829284667969 292.531768798828 231.044326782227 390.720825195312 305.138977050781 282.755981445312 373.396575927734 393.436309814453 237.910507202148 321.919403076172 419.062927246094 444.091186523438 523.747497558594 702.826965332031 337.521759033203 519.599243164062 928.81103515625 442.911773681641 692.8115234375 692.915649414062 716.424560546875 431.016937255859 350.455413818359 382.71533203125 227.26448059082 198.969635009766 212.261077880859 214.529037475586 272.358551025391 285.680236816406 278.391235351562 323.596557617188 349.16259765625 309.368377685547 251.989639282227 319.851623535156 290.292907714844 408.558074951172 419.245574951172 322.869689941406 359.1015625 345.998321533203 415.252227783203 420.083374023438 336.618133544922 288.570739746094 346.623474121094
"DDX27" 142.907592773438 204.386840820312 132.332656860352 253.008895874023 197.444488525391 260.584289550781 221.107818603516 202.496017456055 165.773422241211 128.671966552734 220.842788696289 189.964233398438 163.212371826172 288.064544677734 191.152786254883 226.579605102539 269.840393066406 190.891265869141 226.730438232422 164.958297729492 229.192306518555 234.754440307617 324.592254638672 214.465423583984 226.424026489258 165.785598754883 280.414489746094 260.995758056641 475.786743164062 316.858154296875 304.365203857422 254.798645019531 295.707855224609 333.748962402344 293.446075439453 299.337066650391 276.742492675781 186.499252319336 298.370239257812 221.748321533203 223.358474731445 228.730575561523 215.421157836914 273.3212890625 158.649398803711 349.360626220703 222.214797973633 261.688690185547 224.128326416016 216.466323852539 216.479064941406 235.502624511719 275.093872070312 248.758438110352 178.42707824707 209.458404541016 279.05029296875 214.525161743164 177.549423217773 190.448181152344 256.190216064453 227.160888671875 260.440887451172 289.248382568359 231.950302124023 260.484680175781 223.705200195312 240.170989990234 260.50390625 225.784164428711 229.258941650391 367.515960693359 415.721282958984 397.721008300781 215.052703857422 315.688812255859 502.655822753906 413.035675048828 461.276672363281 404.376037597656 340.015808105469 317.019897460938 339.653564453125 279.876251220703 455.228302001953 496.747528076172 667.284118652344 271.816436767578 232.616607666016 246.275772094727 236.495162963867 335.335144042969 249.327758789062 212.358612060547 161.238784790039 360.128540039062 701.676513671875 216.369415283203 236.826675415039 296.941986083984 253.000686645508 383.5625 171.361343383789 246.463760375977 521.493408203125 442.378479003906 211.806640625 570.244873046875 549.821716308594 404.998077392578 394.289154052734 705.298034667969 389.429779052734 320.993499755859 243.177230834961 114.025215148926 288.98779296875 216.240219116211 242.343307495117 430.995391845703 290.301635742188 248.370986938477 309.504028320312 468.126312255859 311.382720947266 301.143737792969 329.011352539062 366.494049072266 284.573089599609 248.20703125 388.430206298828 299.461517333984 342.797119140625 316.295318603516 447.506286621094 583.663269042969 463.495788574219 374.298278808594 301.869049072266
"ITGA6" 398.90625 158.700149536133 61.3255958557129 148.918563842773 248.295837402344 207.684600830078 186.770065307617 202.603302001953 324.244537353516 526.217651367188 184.893661499023 213.989776611328 217.751892089844 189.986236572266 231.133056640625 277.843078613281 285.809448242188 350.056518554688 342.672882080078 227.943588256836 130.57878112793 232.720001220703 471.708862304688 238.378479003906 546.881713867188 192.347839355469 229.021942138672 191.655609130859 217.226119995117 233.946731567383 168.418243408203 168.948715209961 324.213470458984 139.96745300293 193.946762084961 143.908432006836 217.842102050781 234.889526367188 190.821685791016 193.506774902344 104.352554321289 152.953842163086 184.405944824219 380.369750976562 217.547805786133 257.296752929688 185.247863769531 197.717437744141 233.760391235352 226.032867431641 201.060363769531 149.740539550781 189.755462646484 231.235961914062 711.732849121094 336.492767333984 257.392150878906 297.841003417969 194.317749023438 319.943786621094 297.340484619141 186.101409912109 215.786254882812 212.256881713867 191.685470581055 235.523193359375 198.944198608398 263.249481201172 231.196228027344 245.987731933594 255.286270141602 297.395233154297 130.747161865234 123.908027648926 176.203399658203 189.304504394531 127.017234802246 164.691833496094 285.316741943359 116.659736633301 143.999221801758 460.440063476562 142.723098754883 140.282043457031 76.3213043212891 203.814346313477 121.021995544434 109.933280944824 225.087692260742 200.431503295898 159.579666137695 243.245697021484 115.05110168457 137.441955566406 210.765365600586 590.396789550781 220.054916381836 159.110717773438 97.3311462402344 136.400787353516 173.151840209961 145.772583007812 350.400787353516 257.991119384766 154.695404052734 509.929595947266 179.860778808594 666.044311523438 1283.09777832031 246.1787109375 186.607330322266 338.28662109375 379.157196044922 440.450286865234 202.771682739258 140.715240478516 678.528869628906 222.796493530273 609.359802246094 800.415466308594 353.193634033203 554.777893066406 352.953338623047 302.566864013672 855.554321289062 372.3525390625 392.53369140625 644.570922851562 401.227874755859 557.612609863281 341.468994140625 495.318420410156 478.881774902344 269.196350097656 684.537902832031 406.390563964844 417.424407958984 260.093780517578 549.091918945312
"GMPS" 262.641510009766 306.654937744141 271.560577392578 503.104705810547 403.541931152344 590.585693359375 482.553375244141 431.899658203125 388.403015136719 348.272003173828 559.300720214844 359.265380859375 474.285949707031 599.186706542969 369.856170654297 408.925262451172 669.770324707031 439.809051513672 412.871276855469 457.260833740234 483.660095214844 495.672729492188 489.487457275391 393.567993164062 633.3173828125 457.325012207031 694.256286621094 619.559143066406 899.341552734375 868.889892578125 459.722808837891 906.705322265625 621.361267089844 570.472717285156 493.697875976562 705.546325683594 795.368041992188 330.806945800781 706.989318847656 335.388092041016 595.579833984375 364.925933837891 335.048645019531 653.614013671875 449.098815917969 585.670227050781 488.944488525391 425.356414794922 573.146423339844 442.504821777344 391.165374755859 488.204284667969 509.205200195312 414.082824707031 512.97314453125 390.187072753906 562.882202148438 452.8642578125 438.830993652344 475.538421630859 428.768615722656 470.631530761719 529.141418457031 402.245574951172 496.585845947266 470.521514892578 399.840545654297 420.446594238281 429.681793212891 405.209869384766 435.008148193359 338.083526611328 584.610412597656 483.873809814453 465.019989013672 799.600463867188 581.984924316406 735.505187988281 751.933654785156 524.726806640625 640.936096191406 798.74462890625 757.127197265625 1112.494140625 1057.0625 669.026489257812 1099.21984863281 566.03466796875 433.762573242188 467.098785400391 456.535186767578 2027.57568359375 665.90673828125 677.709655761719 443.384704589844 857.732177734375 615.824035644531 482.376220703125 1109.14575195312 685.763366699219 389.333801269531 985.634094238281 956.075561523438 1571.96154785156 711.9072265625 1635.89904785156 543.474975585938 1181.36779785156 1493.67700195312 963.639892578125 1290.58764648438 1131.38439941406 985.166809082031 925.74169921875 777.234558105469 379.900787353516 414.510528564453 524.744812011719 474.822052001953 668.901794433594 485.107940673828 880.551574707031 669.699768066406 864.241577148438 754.420288085938 603.357604980469 857.037475585938 769.192199707031 524.660888671875 610.486755371094 633.467956542969 815.203491210938 1038.1875 675.516723632812 1278.70190429688 1257.44104003906 817.547729492188 726.234130859375 628.028686523438
"XRN1" 50.690013885498 84.4829940795898 86.6284332275391 103.527641296387 87.9410781860352 101.128547668457 104.262962341309 115.75023651123 106.136100769043 98.6865386962891 106.96183013916 89.8696975708008 99.8698272705078 91.8937454223633 91.9639587402344 90.9870147705078 113.084526062012 94.8738784790039 106.870597839355 94.8508911132812 113.440460205078 110.299049377441 77.2894439697266 94.2307205200195 125.603851318359 89.7511825561523 140.552673339844 134.065414428711 160.108749389648 139.206192016602 94.4193801879883 169.703903198242 168.418426513672 139.405700683594 128.267501831055 114.619117736816 128.354034423828 71.6340713500977 96.0229949951172 86.9971389770508 99.5364303588867 90.6234970092773 83.092170715332 132.114944458008 115.004676818848 155.424163818359 164.02653503418 104.630424499512 120.638793945312 105.37629699707 116.254608154297 135.164016723633 109.851196289062 124.944213867188 122.061058044434 123.430839538574 137.501602172852 140.907897949219 122.097145080566 128.274475097656 133.084671020508 109.202430725098 116.896636962891 107.676414489746 94.5070190429688 130.868438720703 117.411178588867 103.57950592041 114.710098266602 121.47119140625 124.670440673828 106.46159362793 177.674957275391 119.97452545166 80.2470169067383 144.658218383789 109.246047973633 115.955787658691 115.020294189453 99.2950744628906 133.858337402344 149.88508605957 136.325088500977 135.622985839844 128.997344970703 139.852203369141 125.451614379883 136.089141845703 94.8041000366211 114.539093017578 104.741523742676 96.8261566162109 126.554885864258 119.500526428223 105.007675170898 156.180465698242 159.981948852539 100.218772888184 96.649528503418 111.310127258301 115.741165161133 118.233062744141 110.461982727051 114.248229980469 95.8698120117188 100.255470275879 86.0498886108398 185.490493774414 186.03498840332 149.378280639648 213.820571899414 128.076095581055 124.106941223145 120.743293762207 143.97216796875 90.5780410766602 104.801734924316 106.586883544922 138.693603515625 88.5407257080078 97.5386428833008 139.674163818359 127.682258605957 142.442520141602 145.607376098633 138.106811523438 163.237380981445 133.727676391602 170.256256103516 159.025039672852 142.192016601562 124.585975646973 157.89860534668 124.671295166016 146.831741333008 129.540985107422 122.017295837402 177.134460449219 113.969352722168
"RSL1D1" 286.718444824219 523.16259765625 355.770904541016 484.831268310547 432.872253417969 433.553009033203 364.423583984375 420.267730712891 334.298217773438 368.605255126953 424.963806152344 444.325744628906 362.79296875 650.277770996094 338.753723144531 374.372100830078 562.263427734375 317.846771240234 424.078674316406 301.284820556641 433.374359130859 448.873840332031 578.014892578125 435.252716064453 420.201721191406 331.890777587891 552.88525390625 495.048126220703 907.714111328125 636.033203125 504.857421875 687.911254882812 513.133850097656 585.216064453125 779.360961914062 839.039306640625 549.267333984375 441.351135253906 532.393188476562 421.320343017578 639.685302734375 547.069091796875 564.472106933594 536.346740722656 467.739227294922 607.866882324219 395.847900390625 625.856140136719 385.5458984375 427.763763427734 441.366058349609 460.854370117188 609.859313964844 462.015747070312 453.703002929688 403.664733886719 605.882568359375 440.277893066406 331.80224609375 452.304351806641 486.905944824219 390.909576416016 621.615478515625 571.92431640625 515.07958984375 550.538146972656 524.117370605469 492.547882080078 481.990234375 433.975921630859 402.228332519531 529.722229003906 674.474243164062 944.099670410156 598.855834960938 552.476196289062 905.514282226562 940.466796875 773.356079101562 629.853149414062 572.067016601562 562.106140136719 655.884094238281 673.81982421875 822.941589355469 605.658081054688 941.076171875 684.088562011719 397.094818115234 488.606567382812 465.673095703125 756.660522460938 531.584899902344 483.22265625 449.379943847656 805.0224609375 1093.72961425781 448.471313476562 390.53857421875 689.91015625 517.603271484375 872.190490722656 521.359375 552.47509765625 949.032287597656 533.862915039062 503.531921386719 769.86572265625 603.813537597656 563.280334472656 559.94140625 1094.23400878906 843.261291503906 530.191467285156 444.003234863281 401.704254150391 756.7470703125 610.993713378906 636.423767089844 750.357238769531 731.166748046875 585.529296875 524.598449707031 929.510559082031 823.481140136719 629.703063964844 666.931884765625 661.072021484375 388.888702392578 424.562072753906 665.796936035156 628.173706054688 782.094360351562 644.474365234375 967.698364257812 911.34326171875 874.413330078125 604.039916992188 733.184692382812
"GGH" 250.774749755859 97.0887985229492 104.079864501953 160.530227661133 241.324371337891 206.840316772461 322.497253417969 311.404174804688 325.7587890625 85.8012619018555 492.766021728516 186.185424804688 221.180557250977 106.579055786133 190.767227172852 201.783462524414 400.158111572266 270.736450195312 164.422332763672 219.469055175781 365.847503662109 412.361572265625 169.647827148438 271.057006835938 299.228332519531 336.254364013672 534.862548828125 468.746612548828 209.475509643555 603.975219726562 290.479583740234 264.428039550781 275.820526123047 343.091033935547 234.819259643555 607.021484375 415.717315673828 624.517700195312 250.606063842773 207.862945556641 303.572113037109 280.134643554688 349.448608398438 253.650421142578 312.072265625 355.996063232422 181.551895141602 295.154022216797 378.782257080078 402.352416992188 231.458358764648 353.356567382812 405.775054931641 282.873229980469 388.255676269531 399.864776611328 488.199279785156 382.453369140625 228.323547363281 341.047210693359 378.853302001953 260.702697753906 428.235015869141 400.909576416016 140.112182617188 354.972686767578 316.739013671875 337.0009765625 435.465698242188 276.566589355469 305.442901611328 323.692474365234 424.976013183594 1080.83923339844 1961.90649414062 1027.30114746094 697.647644042969 1455.98962402344 2063.90258789062 200.547576904297 372.644287109375 1633.71569824219 722.382873535156 587.693054199219 389.150939941406 635.83447265625 532.880554199219 314.061584472656 3611.69604492188 271.807067871094 623.699951171875 1823.2890625 649.569213867188 565.955383300781 486.452880859375 623.64892578125 614.019470214844 528.811340332031 657.079040527344 286.453887939453 209.538055419922 895.563049316406 1175.68334960938 1319.92407226562 795.195068359375 1771.56005859375 289.222137451172 640.967590332031 797.161071777344 385.187225341797 882.795654296875 566.246215820312 688.303466796875 724.882263183594 666.650939941406 395.373382568359 591.018493652344 826.395690917969 490.569793701172 335.343841552734 307.334533691406 725.908264160156 443.082672119141 719.497863769531 648.824584960938 360.672088623047 579.970092773438 725.708862304688 258.768402099609 475.245452880859 413.700073242188 352.948699951172 571.136657714844 351.304107666016 513.344360351562 660.236145019531 829.228332519531 538.462219238281 631.029235839844
"PPL" 442.139129638672 640.464904785156 1541.443359375 919.036376953125 673.944152832031 643.552856445312 751.392944335938 560.019592285156 615.744689941406 888.789916992188 572.140380859375 855.782409667969 846.208129882812 453.094970703125 1090.54211425781 552.1748046875 445.257934570312 912.78857421875 581.161376953125 695.431335449219 954.387878417969 699.797058105469 789.137145996094 563.240783691406 611.432861328125 1308.20056152344 346.683990478516 448.066192626953 343.542114257812 623.7939453125 566.127014160156 283.81103515625 522.001892089844 555.700012207031 573.326171875 354.809814453125 536.207702636719 527.388671875 115.196792602539 480.279449462891 617.824462890625 264.741241455078 925.66455078125 553.760314941406 174.043746948242 615.539184570312 551.953552246094 838.48974609375 616.182922363281 283.992553710938 615.209655761719 245.324859619141 423.237670898438 280.982482910156 490.631500244141 385.006866455078 531.07421875 356.978210449219 420.991241455078 267.199157714844 434.437438964844 412.874481201172 551.290893554688 486.4267578125 446.233703613281 556.726196289062 252.604461669922 463.629943847656 264.835388183594 537.117919921875 413.672637939453 828.799682617188 387.055053710938 290.842315673828 300.136322021484 170.326507568359 229.731994628906 419.525848388672 232.882919311523 286.318756103516 206.350494384766 208.748352050781 359.602355957031 330.386840820312 331.883361816406 521.214660644531 535.043151855469 869.762512207031 438.123870849609 598.409240722656 369.310455322266 645.356689453125 207.825759887695 321.401397705078 1022.22906494141 235.469955444336 411.019439697266 255.578659057617 473.223114013672 271.905731201172 244.297088623047 193.67578125 190.329956054688 162.169616699219 252.313919067383 155.891983032227 226.955429077148 543.13818359375 417.529907226562 279.895263671875 276.128601074219 337.418975830078 344.379028320312 302.478515625 387.360015869141 330.387664794922 261.784606933594 717.655639648438 352.630950927734 724.561828613281 452.929382324219 247.253616333008 499.216583251953 249.207885742188 1226.80102539062 265.533813476562 512.324645996094 289.880340576172 513.385070800781 416.472503662109 508.216003417969 427.590423583984 284.200103759766 282.551727294922 490.906066894531 295.308135986328 763.66357421875 250.46110534668 203.603408813477
"S100A10" 3743.47827148438 2068.85717773438 3119.74609375 1018.67651367188 1410.62976074219 2460.41943359375 1549.87744140625 2422.02954101562 1438.12585449219 6235.34033203125 2531.18505859375 2964.83740234375 4039.03149414062 1925.28771972656 2678.29809570312 1869.78405761719 1802.27160644531 4064.99340820312 1371.88439941406 2742.29321289062 1163.89733886719 2174.72119140625 1776.45397949219 1777.55554199219 2026.25439453125 5779.2744140625 1271.10009765625 2714.24072265625 988.475341796875 3042.34204101562 3487.12866210938 1865.669921875 3115.58837890625 1850.39562988281 1480.33740234375 1512.74011230469 2087.87182617188 2893.59204101562 714.332641601562 1731.3740234375 1508.580078125 1935.33801269531 2752.4111328125 3031.62744140625 1741.07507324219 2705.62133789062 2866.65869140625 1391.35668945312 1189.32312011719 1236.29064941406 1900.17907714844 1900.68518066406 1174.50402832031 1242.28759765625 3701.34838867188 1760.12585449219 1811.98449707031 2269.19213867188 3353.66870117188 1661.06994628906 1976.81274414062 2077.33837890625 4091.6435546875 1574.62353515625 1780.73913574219 2300.04052734375 1319.7763671875 1661.06555175781 1096.03601074219 1471.60986328125 1141.06958007812 1990.18310546875 1927.23376464844 815.837463378906 816.933715820312 704.810241699219 333.005493164062 1473.74609375 596.192199707031 539.322631835938 528.899841308594 692.701782226562 436.630554199219 1038.79650878906 1226.95251464844 1599.95751953125 863.856262207031 1307.52612304688 1124.43212890625 2246 1337.01928710938 2436.53637695312 903.666870117188 822.838562011719 2364.43676757812 1416.74255371094 924.10986328125 1001.41540527344 1214.84838867188 625.965087890625 1309.33020019531 592.589904785156 430.205871582031 940.822082519531 637.186645507812 411.601409912109 1329.73071289062 1932.09741210938 663.942810058594 906.618774414062 461.693511962891 703.817443847656 800.053955078125 1084.0810546875 1171.19506835938 1220.05932617188 732.148742675781 2005.00842285156 2161.669921875 1813.72485351562 2042.70874023438 425.673828125 1107.29272460938 696.086669921875 1128.4228515625 1701.10620117188 1512.13146972656 1818.0166015625 2331.12744140625 2069.50463867188 1963.80456542969 1370.25817871094 1748.97705078125 2233.37768554688 1169.91235351562 1444.43420410156 1001.37530517578 1749.65930175781 1147.50476074219
"LMNA" 21046.95703125 27809.654296875 32619.00390625 25589.123046875 21716.79296875 28193.787109375 20261.544921875 15399.9033203125 18118.5625 32057.01953125 19775.900390625 27199.181640625 19181.09765625 20094.685546875 24537.810546875 20752.255859375 17150.71484375 23250.6640625 42168.703125 27604.748046875 22135.6875 27732.26953125 38509.921875 14897.578125 23343.84765625 41471.86328125 15493.5947265625 11855.5595703125 18627.638671875 15481.2666015625 16001.78125 13392.87109375 16723.904296875 13094.8515625 11663.619140625 14128.6767578125 16530.828125 19507.23828125 14399.7236328125 26487.828125 18546.15625 22004.65234375 33577.0859375 12051.373046875 12073.75390625 15129.5458984375 14927.6064453125 17617.568359375 14853.59375 18148.484375 18973.9296875 20084.806640625 22804.9296875 14097.3955078125 20208.525390625 20713.58203125 13725.1015625 15381.87109375 17625.525390625 16672.80859375 15739.533203125 15581.0400390625 29264.2578125 22028.72265625 13719.4541015625 18917.568359375 17975.822265625 20420.15234375 14057.0712890625 17004.064453125 14992.7470703125 18200.880859375 18011.236328125 14545.51953125 15814.4501953125 8433.248046875 6368.64990234375 7356.5517578125 10088.6943359375 9337.171875 9597.8681640625 5911.27587890625 10340.703125 7017.86279296875 12762.2763671875 17408.466796875 18135.962890625 18550.146484375 10195.955078125 31218.193359375 19485.888671875 14483.9384765625 7628.2158203125 12719.5390625 23813.140625 9616.7646484375 14420.2919921875 14965.04296875 12760.955078125 8332.5966796875 18000.5 6420.2568359375 12739.060546875 10731.212890625 9291.357421875 3516.15283203125 13702.0869140625 21862.2109375 14570.3017578125 10205.3408203125 5031.21240234375 6842.720703125 10027.53125 8892.0341796875 6020.6025390625 13374.845703125 18572.927734375 19881.373046875 20522.162109375 25319.46484375 16319.5849609375 11381.4755859375 16429.65625 8769.53515625 16812.638671875 21532.9296875 26908.376953125 19905.462890625 20662.01953125 13466.69140625 19012.11328125 11786.2001953125 13606.72265625 21644.74609375 13695.2373046875 11677.0234375 15132.791015625 13553.3056640625 12489.9638671875
